req_id,timestamp,cpu_requested,mem_requested,task_duration
REQ_11693,744,0.238,0.139,92
REQ_11694,744,0.218,0.108,16
REQ_11695,745,0.109,0.146,23
REQ_11696,745,0.173,0.111,100
REQ_11697,746,0.074,0.038,119
REQ_11698,746,0.175,0.041,104
REQ_11699,746,0.072,0.116,76
REQ_11700,746,0.161,0.12,44
REQ_11701,746,0.058,0.124,32
REQ_11702,747,0.245,0.109,24
REQ_11703,747,0.074,0.107,103
REQ_11704,748,0.201,0.039,13
REQ_11705,748,0.213,0.116,97
REQ_11706,748,0.184,0.082,38
REQ_11707,749,0.179,0.1,106
REQ_11708,749,0.061,0.122,90
REQ_11709,749,0.177,0.074,53
REQ_11710,750,0.064,0.023,22
REQ_11711,750,0.067,0.132,34
REQ_11712,750,0.19,0.065,114
REQ_11713,750,0.104,0.06,18
REQ_11714,751,0.244,0.041,64
REQ_11715,751,0.196,0.1,99
REQ_11716,751,0.18,0.143,34
REQ_11717,752,0.156,0.034,74
REQ_11718,752,0.17,0.045,47
REQ_11719,752,0.084,0.052,40
REQ_11720,753,0.064,0.121,109
REQ_11721,754,0.081,0.138,18
REQ_11722,754,0.129,0.055,34
REQ_11723,755,0.145,0.12,12
REQ_11724,755,0.16,0.097,107
REQ_11725,755,0.075,0.033,37
REQ_11726,755,0.077,0.073,72
REQ_11727,755,0.179,0.027,97
REQ_11728,755,0.105,0.054,17
REQ_11729,756,0.245,0.027,82
REQ_11730,756,0.113,0.057,119
REQ_11731,756,0.241,0.048,53
REQ_11732,756,0.17,0.042,82
REQ_11733,757,0.148,0.081,44
REQ_11734,757,0.054,0.045,47
REQ_11735,757,0.184,0.126,37
REQ_11736,758,0.128,0.045,56
REQ_11737,758,0.147,0.099,107
REQ_11738,758,0.186,0.068,81
REQ_11739,759,0.21,0.124,119
REQ_11740,759,0.186,0.062,48
REQ_11741,760,0.114,0.131,78
REQ_11742,760,0.227,0.1,58
REQ_11743,761,0.195,0.13,75
REQ_11744,761,0.202,0.029,51
REQ_11745,761,0.217,0.072,92
REQ_11746,761,0.1,0.083,33
REQ_11747,761,0.097,0.085,52
REQ_11748,761,0.074,0.075,16
REQ_11749,762,0.103,0.045,100
REQ_11750,762,0.191,0.035,112
REQ_11751,764,0.053,0.079,21
REQ_11752,764,0.194,0.073,31
REQ_11753,765,0.133,0.11,16
REQ_11754,765,0.226,0.044,110
REQ_11755,765,0.117,0.147,24
REQ_11756,766,0.199,0.06,97
REQ_11757,766,0.173,0.121,50
REQ_11758,767,0.152,0.089,49
REQ_11759,767,0.175,0.134,96
REQ_11760,767,0.171,0.04,118
REQ_11761,767,0.098,0.133,75
REQ_11762,767,0.125,0.076,29
REQ_11763,768,0.249,0.073,108
REQ_11764,769,0.092,0.086,44
REQ_11765,769,0.18,0.095,98
REQ_11766,770,0.06,0.058,82
REQ_11767,771,0.164,0.085,54
REQ_11768,772,0.071,0.073,91
REQ_11769,772,0.212,0.052,45
REQ_11770,773,0.088,0.055,39
REQ_11771,773,0.178,0.13,80
REQ_11772,773,0.229,0.144,96
REQ_11773,773,0.244,0.103,66
REQ_11774,774,0.187,0.073,107
REQ_11775,774,0.179,0.123,46
REQ_11776,774,0.151,0.026,55
REQ_11777,774,0.242,0.081,12
REQ_11778,774,0.199,0.096,34
REQ_11779,774,0.057,0.055,15
REQ_11780,775,0.099,0.069,115
REQ_11781,775,0.25,0.026,34
REQ_11782,775,0.218,0.065,17
REQ_11783,775,0.086,0.094,42
REQ_11784,775,0.224,0.136,51
REQ_11785,775,0.088,0.07,95
REQ_11786,775,0.095,0.105,91
REQ_11787,776,0.104,0.05,79
REQ_11788,776,0.192,0.128,34
REQ_11789,776,0.104,0.071,10
REQ_11790,776,0.206,0.028,24
REQ_11791,776,0.096,0.044,46
REQ_11792,777,0.2,0.142,57
REQ_11793,777,0.07,0.149,27
REQ_11794,777,0.217,0.107,48
REQ_11795,777,0.057,0.056,102
REQ_11796,778,0.166,0.059,47
REQ_11797,778,0.105,0.121,69
REQ_11798,778,0.133,0.02,13
REQ_11799,778,0.063,0.067,26
REQ_11800,779,0.18,0.117,19
REQ_11801,779,0.195,0.043,61
REQ_11802,779,0.091,0.035,112
REQ_11803,779,0.222,0.141,101
REQ_11804,780,0.158,0.057,68
REQ_11805,780,0.104,0.142,62
REQ_11806,781,0.226,0.128,85
REQ_11807,781,0.229,0.034,22
REQ_11808,781,0.186,0.034,68
REQ_11809,781,0.068,0.059,49
REQ_11810,781,0.182,0.045,117
REQ_11811,782,0.186,0.065,107
REQ_11812,782,0.207,0.134,20
REQ_11813,782,0.156,0.094,46
REQ_11814,783,0.192,0.031,29
REQ_11815,783,0.125,0.086,83
REQ_11816,783,0.064,0.116,87
REQ_11817,783,0.172,0.034,19
REQ_11818,784,0.103,0.087,54
REQ_11819,784,0.176,0.076,80
REQ_11820,784,0.247,0.023,61
REQ_11821,784,0.14,0.143,76
REQ_11822,784,0.112,0.134,84
REQ_11823,784,0.22,0.112,42
REQ_11824,785,0.103,0.112,113
REQ_11825,785,0.137,0.034,109
REQ_11826,786,0.188,0.028,73
REQ_11827,786,0.078,0.041,12
REQ_11828,787,0.212,0.091,80
REQ_11829,787,0.127,0.075,84
REQ_11830,787,0.169,0.045,20
REQ_11831,787,0.18,0.074,50
REQ_11832,788,0.099,0.132,87
REQ_11833,788,0.185,0.045,45
REQ_11834,788,0.122,0.035,25
REQ_11835,788,0.097,0.087,98
REQ_11836,789,0.146,0.148,96
REQ_11837,789,0.201,0.107,56
REQ_11838,789,0.23,0.037,114
REQ_11839,789,0.082,0.086,38
REQ_11840,790,0.141,0.056,87
REQ_11841,790,0.052,0.109,76
REQ_11842,790,0.064,0.141,30
REQ_11843,790,0.247,0.148,72
REQ_11844,791,0.158,0.136,103
REQ_11845,791,0.071,0.061,72
REQ_11846,791,0.09,0.088,86
REQ_11847,791,0.055,0.086,46
REQ_11848,792,0.072,0.148,21
REQ_11849,792,0.231,0.075,115
REQ_11850,793,0.188,0.057,12
REQ_11851,793,0.25,0.125,60
REQ_11852,793,0.058,0.097,33
REQ_11853,793,0.134,0.102,52
REQ_11854,793,0.132,0.148,63
REQ_11855,795,0.118,0.137,81
REQ_11856,795,0.18,0.022,54
REQ_11857,795,0.134,0.037,55
REQ_11858,796,0.09,0.097,92
REQ_11859,796,0.216,0.079,79
REQ_11860,796,0.113,0.096,21
REQ_11861,796,0.211,0.027,26
REQ_11862,796,0.081,0.143,46
REQ_11863,797,0.234,0.139,107
REQ_11864,797,0.107,0.028,50
REQ_11865,797,0.112,0.022,109
REQ_11866,798,0.057,0.136,117
REQ_11867,798,0.153,0.133,37
REQ_11868,798,0.182,0.101,66
REQ_11869,799,0.111,0.112,83
REQ_11870,799,0.118,0.065,22
REQ_11871,799,0.185,0.057,78
REQ_11872,800,0.096,0.139,27
REQ_11873,801,0.085,0.109,83
REQ_11874,801,0.103,0.128,46
REQ_11875,802,0.179,0.123,14
REQ_11876,802,0.124,0.068,31
REQ_11877,802,0.134,0.11,56
REQ_11878,802,0.084,0.08,20
REQ_11879,803,0.108,0.042,52
REQ_11880,805,0.078,0.032,107
REQ_11881,806,0.068,0.103,13
REQ_11882,806,0.178,0.074,74
REQ_11883,806,0.109,0.122,55
REQ_11884,807,0.114,0.098,58
REQ_11885,807,0.11,0.131,41
REQ_11886,808,0.07,0.144,10
REQ_11887,808,0.143,0.105,12
REQ_11888,809,0.129,0.07,63
REQ_11889,809,0.216,0.116,107
REQ_11890,809,0.154,0.132,88
REQ_11891,809,0.136,0.07,50
REQ_11892,810,0.21,0.031,101
REQ_11893,810,0.14,0.09,15
REQ_11894,810,0.243,0.133,14
REQ_11895,810,0.066,0.027,14
REQ_11896,811,0.159,0.069,72
REQ_11897,811,0.203,0.114,110
REQ_11898,811,0.184,0.109,50
REQ_11899,811,0.2,0.059,76
REQ_11900,812,0.125,0.136,37
REQ_11901,812,0.098,0.115,18
REQ_11902,813,0.169,0.139,41
REQ_11903,813,0.144,0.111,66
REQ_11904,814,0.055,0.049,62
REQ_11905,814,0.122,0.101,107
REQ_11906,814,0.206,0.121,18
REQ_11907,814,0.111,0.096,109
REQ_11908,814,0.061,0.046,41
REQ_11909,815,0.201,0.067,77
REQ_11910,815,0.138,0.089,74
REQ_11911,815,0.151,0.039,72
REQ_11912,816,0.156,0.096,17
REQ_11913,816,0.141,0.141,102
REQ_11914,816,0.17,0.146,112
REQ_11915,817,0.1,0.117,60
REQ_11916,817,0.241,0.134,21
REQ_11917,817,0.166,0.077,58
REQ_11918,817,0.143,0.106,77
REQ_11919,818,0.163,0.098,48
REQ_11920,818,0.192,0.066,71
REQ_11921,818,0.052,0.091,60
REQ_11922,818,0.073,0.028,113
REQ_11923,819,0.092,0.026,110
REQ_11924,820,0.148,0.022,102
REQ_11925,820,0.061,0.093,76
REQ_11926,820,0.245,0.054,91
REQ_11927,820,0.17,0.025,41
REQ_11928,821,0.238,0.087,61
REQ_11929,821,0.205,0.121,27
REQ_11930,821,0.1,0.11,55
REQ_11931,822,0.159,0.045,65
REQ_11932,822,0.157,0.025,84
REQ_11933,823,0.06,0.095,88
REQ_11934,823,0.055,0.149,26
REQ_11935,823,0.112,0.099,98
REQ_11936,823,0.161,0.096,108
REQ_11937,823,0.175,0.149,68
REQ_11938,824,0.059,0.081,46
REQ_11939,824,0.087,0.119,27
REQ_11940,825,0.093,0.057,104
REQ_11941,825,0.075,0.063,69
REQ_11942,826,0.113,0.036,57
REQ_11943,827,0.144,0.071,71
REQ_11944,827,0.162,0.065,21
REQ_11945,827,0.118,0.108,102
REQ_11946,827,0.18,0.1,40
REQ_11947,827,0.112,0.055,21
REQ_11948,828,0.246,0.08,116
REQ_11949,828,0.186,0.022,30
REQ_11950,828,0.17,0.133,111
REQ_11951,828,0.18,0.03,83
REQ_11952,829,0.125,0.086,39
REQ_11953,829,0.097,0.12,45
REQ_11954,830,0.183,0.044,11
REQ_11955,830,0.153,0.068,42
REQ_11956,831,0.094,0.049,47
REQ_11957,831,0.121,0.027,34
REQ_11958,832,0.169,0.139,37
REQ_11959,832,0.177,0.136,108
REQ_11960,832,0.138,0.08,66
REQ_11961,833,0.185,0.048,71
REQ_11962,834,0.218,0.025,57
REQ_11963,834,0.15,0.125,59
REQ_11964,834,0.135,0.147,54
REQ_11965,834,0.169,0.138,26
REQ_11966,834,0.226,0.121,62
REQ_11967,834,0.134,0.064,64
REQ_11968,835,0.161,0.113,13
REQ_11969,835,0.23,0.136,46
REQ_11970,835,0.147,0.096,18
REQ_11971,835,0.164,0.102,48
REQ_11972,835,0.18,0.099,52
REQ_11973,835,0.094,0.089,60
REQ_11974,835,0.076,0.083,106
REQ_11975,836,0.202,0.048,64
REQ_11976,836,0.183,0.144,114
REQ_11977,836,0.239,0.044,97
REQ_11978,837,0.154,0.022,111
REQ_11979,837,0.135,0.064,48
REQ_11980,838,0.093,0.033,13
REQ_11981,838,0.116,0.021,83
REQ_11982,838,0.068,0.148,15
REQ_11983,839,0.099,0.063,53
REQ_11984,839,0.199,0.031,100
REQ_11985,840,0.068,0.055,22
REQ_11986,840,0.203,0.107,65
REQ_11987,840,0.119,0.07,31
REQ_11988,840,0.165,0.103,87
REQ_11989,840,0.199,0.107,50
REQ_11990,840,0.214,0.09,42
REQ_11991,841,0.232,0.094,38
REQ_11992,842,0.193,0.102,79
REQ_11993,842,0.109,0.094,109
REQ_11994,842,0.161,0.058,75
REQ_11995,842,0.053,0.042,59
REQ_11996,843,0.237,0.022,73
REQ_11997,843,0.121,0.094,52
REQ_11998,843,0.149,0.026,20
REQ_11999,844,0.14,0.035,37
REQ_12000,845,0.235,0.048,80
REQ_12001,845,0.127,0.126,21
REQ_12002,846,0.194,0.062,100
REQ_12003,847,0.095,0.053,34
REQ_12004,847,0.166,0.112,84
REQ_12005,847,0.074,0.08,43
REQ_12006,847,0.177,0.095,106
REQ_12007,848,0.112,0.111,37
REQ_12008,848,0.071,0.06,51
REQ_12009,848,0.063,0.134,96
REQ_12010,849,0.114,0.147,73
REQ_12011,849,0.16,0.028,113
REQ_12012,849,0.177,0.043,90
REQ_12013,850,0.203,0.14,80
REQ_12014,851,0.229,0.119,112
REQ_12015,851,0.122,0.149,107
REQ_12016,853,0.195,0.111,56
REQ_12017,853,0.082,0.029,82
REQ_12018,853,0.238,0.042,15
REQ_12019,854,0.065,0.037,101
REQ_12020,854,0.154,0.09,22
REQ_12021,854,0.136,0.097,87
REQ_12022,854,0.062,0.037,90
REQ_12023,855,0.227,0.115,52
REQ_12024,855,0.194,0.048,106
REQ_12025,855,0.219,0.077,36
REQ_12026,855,0.07,0.076,108
REQ_12027,856,0.13,0.061,74
REQ_12028,857,0.058,0.029,108
REQ_12029,857,0.249,0.022,90
REQ_12030,857,0.146,0.075,30
REQ_12031,858,0.083,0.032,24
REQ_12032,858,0.182,0.084,97
REQ_12033,858,0.205,0.118,41
REQ_12034,858,0.124,0.029,77
REQ_12035,859,0.242,0.102,65
REQ_12036,860,0.083,0.057,56
REQ_12037,862,0.155,0.041,108
REQ_12038,863,0.055,0.022,83
REQ_12039,863,0.203,0.118,60
REQ_12040,863,0.064,0.058,65
REQ_12041,864,0.104,0.021,14
REQ_12042,864,0.174,0.084,34
REQ_12043,865,0.085,0.11,36
REQ_12044,865,0.185,0.038,24
REQ_12045,865,0.09,0.025,102
REQ_12046,865,0.166,0.065,49
REQ_12047,866,0.201,0.049,67
REQ_12048,866,0.219,0.134,111
REQ_12049,866,0.242,0.082,101
REQ_12050,866,0.193,0.082,117
REQ_12051,867,0.101,0.057,88
REQ_12052,867,0.083,0.12,14
REQ_12053,868,0.226,0.077,41
REQ_12054,868,0.085,0.133,14
REQ_12055,868,0.165,0.025,111
REQ_12056,868,0.238,0.03,84
REQ_12057,869,0.094,0.038,14
REQ_12058,870,0.215,0.078,104
REQ_12059,870,0.169,0.058,83
REQ_12060,870,0.113,0.111,48
REQ_12061,870,0.062,0.088,34
REQ_12062,872,0.181,0.106,90
REQ_12063,872,0.129,0.092,108
REQ_12064,872,0.113,0.123,18
REQ_12065,872,0.118,0.136,21
REQ_12066,873,0.214,0.097,86
REQ_12067,873,0.171,0.088,84
REQ_12068,873,0.059,0.047,49
REQ_12069,874,0.127,0.08,36
REQ_12070,874,0.183,0.024,17
REQ_12071,875,0.212,0.124,13
REQ_12072,875,0.187,0.138,115
REQ_12073,875,0.179,0.132,56
REQ_12074,876,0.225,0.124,96
REQ_12075,876,0.217,0.08,19
REQ_12076,876,0.143,0.047,33
REQ_12077,876,0.157,0.133,50
REQ_12078,877,0.057,0.14,42
REQ_12079,877,0.164,0.058,14
REQ_12080,878,0.173,0.086,115
REQ_12081,879,0.116,0.085,50
REQ_12082,879,0.195,0.104,87
REQ_12083,880,0.09,0.096,108
REQ_12084,881,0.106,0.059,34
REQ_12085,881,0.111,0.096,78
REQ_12086,881,0.186,0.07,90
REQ_12087,882,0.24,0.036,20
REQ_12088,882,0.097,0.11,47
REQ_12089,883,0.174,0.12,118
REQ_12090,883,0.136,0.046,102
REQ_12091,884,0.149,0.132,62
REQ_12092,884,0.188,0.141,60
REQ_12093,885,0.233,0.149,73
REQ_12094,886,0.125,0.11,59
REQ_12095,886,0.207,0.035,56
REQ_12096,886,0.075,0.106,76
REQ_12097,887,0.141,0.14,19
REQ_12098,887,0.199,0.05,99
REQ_12099,887,0.092,0.115,55
REQ_12100,889,0.244,0.067,38
REQ_12101,890,0.086,0.104,20
REQ_12102,890,0.164,0.06,50
REQ_12103,890,0.067,0.131,57
REQ_12104,891,0.101,0.147,106
REQ_12105,891,0.22,0.105,97
REQ_12106,891,0.222,0.022,39
REQ_12107,892,0.165,0.045,45
REQ_12108,892,0.113,0.113,94
REQ_12109,892,0.139,0.115,109
REQ_12110,893,0.09,0.107,60
REQ_12111,893,0.051,0.148,113
REQ_12112,894,0.218,0.114,98
REQ_12113,894,0.056,0.032,80
REQ_12114,896,0.104,0.068,27
REQ_12115,896,0.225,0.08,91
REQ_12116,897,0.123,0.096,80
REQ_12117,898,0.178,0.089,13
REQ_12118,898,0.163,0.145,27
REQ_12119,898,0.14,0.034,110
REQ_12120,898,0.211,0.076,84
REQ_12121,898,0.239,0.063,29
REQ_12122,899,0.198,0.047,117
REQ_12123,900,0.118,0.048,14
REQ_12124,900,0.067,0.112,10
REQ_12125,900,0.226,0.143,19
REQ_12126,901,0.069,0.103,24
REQ_12127,901,0.224,0.133,57
REQ_12128,902,0.243,0.101,23
REQ_12129,902,0.101,0.132,80
REQ_12130,903,0.24,0.128,57
REQ_12131,903,0.13,0.064,73
REQ_12132,904,0.066,0.065,55
REQ_12133,904,0.201,0.036,30
REQ_12134,904,0.135,0.071,28
REQ_12135,905,0.069,0.054,28
REQ_12136,906,0.134,0.025,62
REQ_12137,906,0.103,0.028,56
REQ_12138,906,0.063,0.091,24
REQ_12139,907,0.08,0.05,98
REQ_12140,907,0.152,0.112,24
REQ_12141,908,0.225,0.112,35
REQ_12142,908,0.106,0.097,78
REQ_12143,909,0.181,0.115,112
REQ_12144,909,0.187,0.116,52
REQ_12145,909,0.182,0.145,60
REQ_12146,910,0.051,0.106,79
REQ_12147,912,0.073,0.132,55
REQ_12148,912,0.092,0.042,67
REQ_12149,913,0.102,0.024,73
REQ_12150,913,0.186,0.092,93
REQ_12151,914,0.063,0.099,111
REQ_12152,914,0.175,0.032,93
REQ_12153,914,0.071,0.092,73
REQ_12154,915,0.191,0.071,37
REQ_12155,915,0.066,0.127,17
REQ_12156,915,0.207,0.134,46
REQ_12157,916,0.212,0.113,84
REQ_12158,916,0.247,0.045,67
REQ_12159,917,0.09,0.126,63
REQ_12160,920,0.215,0.027,50
REQ_12161,920,0.168,0.074,114
REQ_12162,920,0.062,0.145,98
REQ_12163,920,0.167,0.043,108
REQ_12164,924,0.243,0.03,35
REQ_12165,924,0.163,0.053,85
REQ_12166,925,0.207,0.12,87
REQ_12167,927,0.226,0.136,80
REQ_12168,927,0.111,0.122,66
REQ_12169,927,0.076,0.029,84
REQ_12170,927,0.154,0.043,19
REQ_12171,928,0.202,0.028,63
REQ_12172,929,0.125,0.104,101
REQ_12173,929,0.245,0.046,113
REQ_12174,929,0.067,0.121,55
REQ_12175,929,0.127,0.071,31
REQ_12176,930,0.233,0.135,69
REQ_12177,930,0.225,0.046,19
REQ_12178,930,0.209,0.024,96
REQ_12179,930,0.192,0.122,63
REQ_12180,931,0.062,0.042,39
REQ_12181,931,0.244,0.043,53
REQ_12182,931,0.203,0.134,46
REQ_12183,931,0.158,0.034,93
REQ_12184,931,0.229,0.148,117
REQ_12185,932,0.126,0.117,34
REQ_12186,933,0.054,0.036,48
REQ_12187,933,0.07,0.138,32
REQ_12188,934,0.239,0.114,13
REQ_12189,935,0.116,0.141,116
REQ_12190,936,0.102,0.123,70
REQ_12191,937,0.18,0.025,82
REQ_12192,938,0.112,0.12,87
REQ_12193,939,0.113,0.059,119
REQ_12194,939,0.231,0.077,38
REQ_12195,940,0.202,0.108,48
REQ_12196,941,0.096,0.118,69
REQ_12197,941,0.097,0.096,104
REQ_12198,941,0.134,0.063,97
REQ_12199,942,0.12,0.079,108
REQ_12200,942,0.112,0.076,45
REQ_12201,942,0.233,0.101,42
REQ_12202,942,0.199,0.048,32
REQ_12203,942,0.088,0.027,95
REQ_12204,943,0.086,0.147,45
REQ_12205,944,0.151,0.144,119
REQ_12206,944,0.112,0.034,43
REQ_12207,945,0.085,0.057,18
REQ_12208,946,0.229,0.099,80
REQ_12209,949,0.158,0.116,53
REQ_12210,949,0.185,0.029,63
REQ_12211,950,0.138,0.087,115
REQ_12212,950,0.058,0.055,37
REQ_12213,950,0.245,0.108,89
REQ_12214,950,0.188,0.142,90
REQ_12215,951,0.128,0.09,100
REQ_12216,951,0.139,0.073,84
REQ_12217,951,0.118,0.049,103
REQ_12218,952,0.242,0.022,78
REQ_12219,952,0.2,0.032,66
REQ_12220,952,0.157,0.149,18
REQ_12221,952,0.25,0.071,101
REQ_12222,952,0.166,0.111,15
REQ_12223,952,0.209,0.033,30
REQ_12224,953,0.108,0.074,38
REQ_12225,953,0.063,0.064,82
REQ_12226,954,0.124,0.065,66
REQ_12227,954,0.147,0.051,81
REQ_12228,955,0.2,0.107,96
REQ_12229,955,0.118,0.134,23
REQ_12230,956,0.215,0.124,108
REQ_12231,956,0.173,0.058,23
REQ_12232,957,0.168,0.086,25
REQ_12233,959,0.166,0.039,117
REQ_12234,959,0.201,0.025,84
REQ_12235,961,0.23,0.096,50
REQ_12236,961,0.178,0.127,55
REQ_12237,963,0.063,0.036,78
REQ_12238,963,0.136,0.11,69
REQ_12239,964,0.122,0.07,50
REQ_12240,964,0.177,0.031,101
REQ_12241,965,0.135,0.081,72
REQ_12242,965,0.134,0.099,83
REQ_12243,966,0.246,0.062,15
REQ_12244,968,0.247,0.115,15
REQ_12245,968,0.156,0.139,42
REQ_12246,969,0.057,0.037,106
REQ_12247,970,0.09,0.14,106
REQ_12248,971,0.098,0.067,17
REQ_12249,971,0.079,0.055,49
REQ_12250,972,0.148,0.086,61
REQ_12251,972,0.192,0.05,52
REQ_12252,973,0.17,0.061,60
REQ_12253,973,0.074,0.135,70
REQ_12254,974,0.236,0.03,14
REQ_12255,975,0.069,0.062,14
REQ_12256,976,0.106,0.101,81
REQ_12257,976,0.071,0.14,20
REQ_12258,979,0.127,0.037,48
REQ_12259,980,0.149,0.076,90
REQ_12260,980,0.155,0.147,54
REQ_12261,983,0.145,0.134,89
REQ_12262,983,0.098,0.045,71
REQ_12263,984,0.099,0.106,63
REQ_12264,984,0.095,0.07,51
REQ_12265,986,0.064,0.124,23
REQ_12266,986,0.229,0.146,76
REQ_12267,987,0.217,0.14,94
REQ_12268,988,0.167,0.147,95
REQ_12269,989,0.063,0.15,21
REQ_12270,989,0.205,0.076,64
REQ_12271,990,0.087,0.026,83
REQ_12272,990,0.175,0.105,39
REQ_12273,991,0.225,0.066,35
REQ_12274,991,0.154,0.085,35
REQ_12275,992,0.207,0.098,49
REQ_12276,992,0.216,0.074,80
REQ_12277,994,0.18,0.059,63
REQ_12278,995,0.051,0.055,70
REQ_12279,995,0.089,0.134,28
REQ_12280,996,0.125,0.029,13
REQ_12281,996,0.21,0.125,111
REQ_12282,998,0.208,0.059,99
REQ_12283,998,0.18,0.114,100
REQ_12284,999,0.169,0.094,77
REQ_12285,999,0.214,0.106,81
REQ_12286,999,0.052,0.076,68
REQ_12287,999,0.218,0.098,16
REQ_12288,1000,0.217,0.061,68
REQ_12289,1001,0.121,0.118,89
REQ_12290,1001,0.203,0.062,83
REQ_12291,1003,0.232,0.1,95
REQ_12292,1003,0.072,0.059,52
REQ_12293,1004,0.111,0.066,70
REQ_12294,1005,0.098,0.092,114
REQ_12295,1005,0.223,0.105,72
REQ_12296,1006,0.244,0.147,86
REQ_12297,1010,0.211,0.074,53
REQ_12298,1012,0.106,0.078,40
REQ_12299,1012,0.194,0.039,48
REQ_12300,1012,0.165,0.08,83
REQ_12301,1013,0.23,0.105,63
REQ_12302,1015,0.137,0.098,96
REQ_12303,1015,0.073,0.054,40
REQ_12304,1016,0.244,0.059,55
REQ_12305,1018,0.141,0.052,33
REQ_12306,1020,0.113,0.114,104
REQ_12307,1021,0.146,0.123,58
REQ_12308,1021,0.108,0.139,98
REQ_12309,1022,0.185,0.051,83
REQ_12310,1023,0.094,0.13,19
REQ_12311,1023,0.217,0.033,65
REQ_12312,1024,0.222,0.044,90
REQ_12313,1024,0.2,0.047,117
REQ_12314,1024,0.21,0.07,108
REQ_12315,1024,0.187,0.066,101
REQ_12316,1025,0.058,0.146,26
REQ_12317,1026,0.164,0.063,16
REQ_12318,1027,0.079,0.024,110
REQ_12319,1028,0.085,0.049,93
REQ_12320,1028,0.059,0.104,88
REQ_12321,1028,0.064,0.058,15
REQ_12322,1031,0.129,0.146,81
REQ_12323,1031,0.168,0.025,41
REQ_12324,1032,0.06,0.061,56
REQ_12325,1032,0.052,0.042,79
REQ_12326,1032,0.185,0.034,57
REQ_12327,1032,0.128,0.146,50
REQ_12328,1033,0.213,0.089,61
REQ_12329,1034,0.215,0.059,60
REQ_12330,1035,0.177,0.098,110
REQ_12331,1035,0.089,0.077,72
REQ_12332,1036,0.132,0.111,85
REQ_12333,1037,0.06,0.131,81
REQ_12334,1037,0.076,0.079,114
REQ_12335,1038,0.161,0.118,77
REQ_12336,1038,0.1,0.098,48
REQ_12337,1038,0.084,0.098,116
REQ_12338,1039,0.182,0.117,28
REQ_12339,1039,0.2,0.134,28
REQ_12340,1039,0.063,0.14,33
REQ_12341,1041,0.14,0.062,97
REQ_12342,1043,0.177,0.067,86
REQ_12343,1043,0.237,0.131,108
REQ_12344,1043,0.249,0.081,25
REQ_12345,1045,0.228,0.047,113
REQ_12346,1046,0.163,0.133,70
REQ_12347,1046,0.134,0.052,34
REQ_12348,1047,0.057,0.033,11
REQ_12349,1049,0.086,0.034,58
REQ_12350,1050,0.109,0.11,39
REQ_12351,1052,0.086,0.023,71
REQ_12352,1053,0.216,0.035,42
REQ_12353,1054,0.17,0.055,36
REQ_12354,1054,0.157,0.055,105
REQ_12355,1055,0.109,0.061,24
REQ_12356,1055,0.104,0.125,88
REQ_12357,1056,0.223,0.051,23
REQ_12358,1056,0.137,0.144,84
REQ_12359,1057,0.157,0.096,85
REQ_12360,1060,0.156,0.055,59
REQ_12361,1061,0.096,0.125,20
REQ_12362,1062,0.213,0.087,98
REQ_12363,1062,0.142,0.097,111
REQ_12364,1064,0.159,0.101,38
REQ_12365,1065,0.135,0.066,118
REQ_12366,1066,0.195,0.027,55
REQ_12367,1068,0.226,0.106,52
REQ_12368,1071,0.224,0.11,98
REQ_12369,1071,0.128,0.033,19
REQ_12370,1071,0.198,0.047,50
REQ_12371,1072,0.171,0.04,27
REQ_12372,1072,0.081,0.042,75
REQ_12373,1074,0.052,0.059,107
REQ_12374,1075,0.179,0.079,87
REQ_12375,1075,0.11,0.043,41
REQ_12376,1075,0.098,0.114,44
REQ_12377,1076,0.081,0.05,63
REQ_12378,1077,0.212,0.025,25
REQ_12379,1077,0.153,0.113,12
REQ_12380,1078,0.191,0.047,48
REQ_12381,1079,0.191,0.124,91
REQ_12382,1079,0.158,0.024,79
REQ_12383,1082,0.23,0.065,11
REQ_12384,1083,0.057,0.147,66
REQ_12385,1086,0.081,0.06,74
REQ_12386,1087,0.215,0.068,76
REQ_12387,1087,0.097,0.079,76
REQ_12388,1088,0.119,0.029,85
REQ_12389,1092,0.119,0.117,31
REQ_12390,1093,0.213,0.134,74
REQ_12391,1094,0.244,0.032,19
REQ_12392,1094,0.15,0.028,116
REQ_12393,1095,0.129,0.095,80
REQ_12394,1095,0.132,0.024,77
REQ_12395,1096,0.05,0.054,95
REQ_12396,1097,0.099,0.048,109
REQ_12397,1098,0.245,0.071,97
REQ_12398,1099,0.149,0.023,34
REQ_12399,1100,0.106,0.054,27
REQ_12400,1100,0.231,0.098,32
REQ_12401,1101,0.244,0.131,118
REQ_12402,1101,0.188,0.121,78
REQ_12403,1101,0.181,0.132,100
REQ_12404,1105,0.183,0.15,112
REQ_12405,1105,0.05,0.053,81
REQ_12406,1105,0.222,0.102,101
REQ_12407,1107,0.14,0.144,68
REQ_12408,1108,0.14,0.144,88
REQ_12409,1108,0.217,0.083,110
REQ_12410,1109,0.187,0.139,104
REQ_12411,1110,0.196,0.135,69
REQ_12412,1111,0.127,0.103,11
REQ_12413,1111,0.235,0.05,61
REQ_12414,1112,0.233,0.034,75
REQ_12415,1112,0.192,0.123,117
REQ_12416,1113,0.147,0.033,52
REQ_12417,1114,0.05,0.116,86
REQ_12418,1115,0.145,0.11,105
REQ_12419,1115,0.226,0.13,100
REQ_12420,1115,0.182,0.035,69
